Transaction_ID,Transaction_Type,Transaction_Date,Transaction_Status,Transferring_Registry,Transferring_Account_Type,Transferring_Account_Name,Transferring_Account_Identifier,Transferring_Account_Holder,Acquiring_Registry,Acquiring_Account_Type,Acquiring_Account_Name,Acquiring_Account_Identifier,Acquiring_Account_Holder,Nb_of_Units,Originiality_Registry,Unit_Type,Number_of_Units,Original_Commitment_Period,LULUCF_Activity,Project_Identifier,Track,Expiry_Date
EU520717,10-2,2019-04-30 17:41:54.296,Completed,Poland,100,Kotłownia zakładowa - Oddział Morliny,5028066,Animex Foods Sp. z o.o.,European Commission,100,EU Allowance deletion,5016380,European Commission,125,EU,EU General Allowances (EUA),125,2,,,,
DE123705,4-0,2019-04-30 17:48:05.517,Completed,Germany,121,1975 - atmosfair gGmbH Personenkonto,1975,atmosfair gGmbH,Germany,230,Nationalkonto - Löschung 2013-2020,5018222,Deutschland,239,IN,CER - Certified Emission Reduction Unit,239,2,,1774,,
EU520351,10-0,2019-04-30 17:54:30.24,Completed,Slovakia,100,"PETUM, s.r.o.",5003555,PETUM s.r.o.,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,4000,EU,EU General Allowances (EUA),4000,2,,,,
EU520725,10-2,2019-04-30 17:54:51.281,Completed,Spain,100,"Cerámica Tres Estilos, S.L.",5018415,"Cerámica Tres Estilos, S.L.",European Commission,100,EU Allowance deletion,5016380,European Commission,5579,EU,EU General Allowances (EUA),5579,2,,,,
EU520354,10-0,2019-04-30 17:59:41.157,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Poland,100,Ciepłownia ENCO,5003341,Przedsiębiorstwo Produkcyjno Usługowo Handlowe ENCo Sp. z o.o.,4600,EU,EU General Allowances (EUA),4600,2,,,,
EU520679,10-2,2019-04-30 18:17:03.961,Completed,Greece,100,ENERGEAN OIL & GAS,5002458,ΕΝΕΡΓΕΙΑΚΗ ΑΙΓΑΙΟΥ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΕΡΕΥΝΑΣ ΚΑΙ ΠΑΡΑΓΩΓΗΣ ΥΔΡΟΓΟΝΑΝΘΡΑΚΩΝ,European Commission,100,EU Allowance deletion,5016380,European Commission,45404,EU,EU General Allowances (EUA),45404,2,,,,
EU520730,10-2,2019-04-30 18:22:24.609,Completed,Poland,100,Ciepłownia ENCO,5003341,Przedsiębiorstwo Produkcyjno Usługowo Handlowe ENCo Sp. z o.o.,European Commission,100,EU Allowance deletion,5016380,European Commission,4548,EU,EU General Allowances (EUA),4548,2,,,,
EU520648,10-2,2019-04-30 19:02:55.43,Completed,France,100,CHAUFFERIE CENTRALE RENNES BEAULIEU,5004695,Université de Rennes 1,European Commission,100,EU Allowance deletion,5016380,European Commission,2604,EU,EU General Allowances (EUA),2604,2,,,,
EU519215,10-0,2019-04-26 17:12:39.918,Completed,Belgium,100,433 Asfaltcentrale Willemen Infra Doel,5027920,Willemen Infra,Belgium,100,385 Asfaltcentrale Aswebo Brugge,5022041,Willemen Infra,2000,EU,EU General Allowances (EUA),2000,2,,,,
EU519235,10-0,2019-04-26 17:31:50.427,Completed,Spain,100,"Ecotrade Solutions, S.L.",5022914,"Ecotrade Solutions, S.L.",Spain,100,"Enerstar Villena, S.A.",5022704,"Enerstar Villena, S.A.",161,EU,EU General Allowances (EUA),161,2,,,,
EU519895,10-2,2019-04-26 20:06:18.66,Completed,Poland,100,Przedsiębiorstwo Energetyki Cieplnej Mikołów Sp. z o.o.,5002533,Calor Energetyka Cieplna,European Commission,100,EU Allowance deletion,5016380,European Commission,10269,EU,EU General Allowances (EUA),10269,2,,,,
EU519911,10-36,2019-04-27 01:30:29.567,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,France,100,POLYREY SAS,5027146,POLYREY SAS,1259,EU,EU General Allowances (EUA),1259,2,,,,
EU519916,10-36,2019-04-27 01:30:29.598,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,France,100,ELENGY - Terminal Méthanier de Montoir,5005817,ELENGY,16453,EU,EU General Allowances (EUA),16453,2,,,,
EU519912,10-36,2019-04-27 01:30:29.622,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,France,100,Storengy France - Stockage de Céré-la-Ronde,5005760,STORENGY FRANCE,1,EU,EU General Allowances (EUA),1,2,,,,
EU519950,10-71,2019-04-29 07:19:31.296,Completed,Germany,100,Small Planet Airlines GmbH,5026106,Small Planet Airlines GmbH i.I.,European Commission,100,EU International Credit Account - Aviation,5022591,EUROPEAN COMMISSION,1049,IN,CER - Certified Emission Reduction Unit,1049,2,,8324,,
EU517435,10-2,2019-04-29 09:32:02.842,Completed,France,100,ETEX FRANCE BUILDING PERFORMANCE - LE PIN,5022135,ETEX FRANCE BUILDING PERFORMANCE,European Commission,100,EU Allowance deletion,5016380,European Commission,14009,EU,EU General Allowances (EUA),14009,2,,,,
EU520002,10-2,2019-04-29 09:53:04.479,Completed,Germany,100,38 - Anlagenkonto,5015353,TotalEnergies Raffinerie Mitteldeutschland GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,2139644,EU,EU General Allowances (EUA),2139644,2,,,,
EU519837,10-0,2019-04-29 10:02:16.788,Completed,Norway,100,Statkraft Energi AS,5016874,Statkraft Energi AS,Finland,100,"PKT Kotkamills Oy, Kotkan tehtaat:FI410",5010466,MM Kotkamills Boards Oy,60000,EU,EU General Allowances (EUA),60000,2,,,,
EU519891,10-0,2019-04-29 10:02:16.793,Completed,Germany,100,Emissionshandelsgesellschaft,5017225,Emissionshandelsgesellschaft Michael Pohlmann GmbH & Co. KG,Germany,100,Handelskonto Steuler-Fliesen,5019069,Steuler Fliesen Produktion GmbH,600,CN,CER - Certified Emission Reduction Unit,600,2,,5080,,
EU520043,10-0,2019-04-29 10:02:18.049,Completed,Norway,100,DNB Markets Trading Account,5017497,DNB Bank ASA,Norway,100,Finnfjord AS,5018704,Finnfjord AS,2600,EU,EU General Allowances (EUA),2600,2,,,,
EU520029,10-0,2019-04-29 10:02:29.244,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Spain,100,Fábrica Nacional de Moneda y Timbre - Fábrica de Burgos,5023172,Fábrica Nacional de Moneda y Timbre,227,CN,CER - Certified Emission Reduction Unit,227,2,,1872,,
EU520059,10-0,2019-04-29 10:06:16.653,Completed,Spain,100,"COMPAÑÍA ESPAÑOLA DE PETROLEOS, S.A.U.",5017896,"Compañía Española de Petróleos, S.A.",Netherlands,100,FUTURES CLIENT TRADING ACCOUNT,5027936,Macquarie Bank Limited,6000,EU,EU General Allowances (EUA),6000,2,,,,
EU519884,10-0,2019-04-29 10:05:47.787,Completed,Poland,100,SEGROMET Sp. z o.o.,5028027,SEGROMET Sp. z o.o.,Poland,100,Piece tunelowe do produkcji ceramicznych materiałów budowlanych,5028067,SEGROMET Sp. z o.o.,4836,EU,EU General Allowances (EUA),4836,2,,,,
EU519869,10-0,2019-04-29 10:07:29.125,Completed,Netherlands,100,ACT Trading,5017134,ACT Financial Solutions B.V.,Norway,100,Kinect Energy AS,5020081,Kinect Energy AS,20,CN,CER - Certified Emission Reduction Unit,20,2,,5933,,
EU519897,10-0,2019-04-29 10:07:52.523,Completed,Germany,100,Emissionshandelsgesellschaft,5017225,Emissionshandelsgesellschaft Michael Pohlmann GmbH & Co. KG,Germany,100,DSCB Schwarzenfeld,5020067,Deutsche Steinzeug Cremer & Breuer Aktiengesellschaft,1081,CN,CER - Certified Emission Reduction Unit,1081,2,,5080,,
EU519888,10-0,2019-04-29 10:08:27.436,Completed,Poland,100,SEGROMET Sp. z o.o.,5028027,SEGROMET Sp. z o.o.,Poland,100,Piece tunelowe do produkcji ceramicznych materiałów budowlanych,5028067,SEGROMET Sp. z o.o.,16,EU,EU General Allowances (EUA),16,2,,,,
EU519850,10-0,2019-04-29 10:08:34.725,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Poland,100,SprintAir S.A.,5027336,SprintAir S.A.,2603,EU,EU General Allowances (EUA),2603,2,,,,
EU519865,10-0,2019-04-29 10:08:49.772,Completed,Finland,100,Trading 1,5023516,Fortum Power and Heat Oy,Finland,100,CO2 Meri Pori FI-3:FI78,5010861,Fortum Power and Heat Oy,51654,EU,EU General Allowances (EUA),51654,2,,,,
EU519900,10-0,2019-04-29 10:08:58.554,Completed,Germany,100,Emissionshandelsgesellschaft,5017225,Emissionshandelsgesellschaft Michael Pohlmann GmbH & Co. KG,Germany,100,Handelskonto Kerateam,5019077,Kerateam Produktion GmbH & Co.KG,1390,CN,CER - Certified Emission Reduction Unit,1390,2,,5080,,
EU519816,10-2,2019-04-29 10:09:04.834,Completed,Germany,100,1054 - Anlagenkonto,5014257,FFR Fernwärmeversorgung Flugplatz Ramstein GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,326,EU,EU General Allowances (EUA),326,2,,,,
EU519892,10-0,2019-04-29 10:09:08.992,Completed,Germany,100,Emissionshandelsgesellschaft,5017225,Emissionshandelsgesellschaft Michael Pohlmann GmbH & Co. KG,Germany,100,Bernhard Link GmbH & Co. KG,5017930,Bernhard Link GmbH & Co. KG,592,CN,CER - Certified Emission Reduction Unit,592,2,,5080,,
EU520022,10-0,2019-04-29 10:09:25.523,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Spain,100,Matías Goma Tomás S.A.,5009813,Matias Gomá Tomas S.A.,710,EU,EU General Allowances (EUA),710,2,,,,
EU520080,10-0,2019-04-29 10:25:01.138,Completed,Spain,100,FUTURA CARBONO S.L.,5024181,FUTURA CARBONO S.L.,Spain,100,"Zumos Palma, SLU - Fábrica de Palma del Río",5020119,Zumos Palma S.L.U.,446,CN,CER - Certified Emission Reduction Unit,446,2,,6948,,
EU520032,10-2,2019-04-29 10:20:56.714,Completed,Hungary,100,Operator Account:HU230,5011855,ZALAKERÁMIA ZRt.,European Commission,100,EU Allowance deletion,5016380,European Commission,21262,EU,EU General Allowances (EUA),21262,2,,,,
EU520078,10-0,2019-04-29 10:23:57.866,Completed,Spain,100,FUTURA CARBONO S.L.,5024181,FUTURA CARBONO S.L.,Spain,100,"Zumos Palma, SLU - Fábrica de Palma del Río",5020119,Zumos Palma S.L.U.,3310,EU,EU General Allowances (EUA),3310,2,,,,
EU520044,10-2,2019-04-29 10:24:07.259,Completed,Hungary,100,Operator Account:HU229,5011854,ZALAKERÁMIA ZRt.,European Commission,100,EU Allowance deletion,5016380,European Commission,17598,EU,EU General Allowances (EUA),17598,2,,,,
EU520085,10-2,2019-04-29 10:26:23.376,Completed,Italy,100,Operator Account,5013337,METAN ALPI SESTRIERE TELERISCALDAMENTO srl,European Commission,100,EU Allowance deletion,5016380,European Commission,22023,EU,EU General Allowances (EUA),22023,2,,,,
EU520083,10-0,2019-04-29 10:27:43.432,Completed,Norway,100,Kinect Energy AS,5020081,Kinect Energy AS,Norway,100,Tizir Titanium and Iron AS,5021335,Tizir Titanium and Iron AS,168520,EU,EU General Allowances (EUA),168520,2,,,,
EU520089,10-2,2019-04-29 10:28:21.81,Completed,Italy,100,Conto registro Perano Enrico & Figli,5013266,Perano Enrico & Figli S.p.A.,European Commission,100,EU Allowance deletion,5016380,European Commission,2710,EU,EU General Allowances (EUA),2710,2,,,,
EU520010,10-0,2019-04-29 10:29:27.517,Completed,United Kingdom,100,Mitsui Bussan Commodities Ltd,5017395,Mitsui Bussan Commodities Ltd,Portugal,100,7108-EDP - Energias de portugal S.A.,5003348,EDP - Energias de portugal S.A.,75000,EU,EU General Allowances (EUA),75000,2,,,,
EU520087,10-0,2019-04-29 10:30:12.967,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Poland,100,CIEPŁOWNIA,5003499,Miejska Energetyka Cieplna Sp. z o.o.,9000,EU,EU General Allowances (EUA),9000,2,,,,
EU520086,10-0,2019-04-29 10:30:42.017,Completed,Norway,100,Kinect Energy AS,5020081,Kinect Energy AS,Norway,100,Tizir Titanium and Iron AS,5021335,Tizir Titanium and Iron AS,11277,CN,CER - Certified Emission Reduction Unit,2398,2,,4181,,
EU520062,10-71,2019-04-29 10:31:58.436,Completed,Italy,100,COLUMBUS,5021977,COLUMBUS SRL,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,451,CN,CER - Certified Emission Reduction Unit,451,2,,5080,,
EU518468,10-2,2019-04-29 10:32:41.643,Completed,France,100,ASCOMETAL LES DUNES,5004733,ASCOMETAL LES DUNES,European Commission,100,EU Allowance deletion,5016380,European Commission,28393,EU,EU General Allowances (EUA),28393,2,,,,
EU520103,10-72,2019-04-29 10:33:10.895,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Italy,100,COLUMBUS,5021977,COLUMBUS SRL,451,EU,EU General Allowances (EUA),451,2,,,,
EU514687,10-2,2019-04-29 10:34:12.473,Completed,Spain,100,"Mercury Cerámica, S.L.",5023465,"Mercury Cerámica, S.L.",European Commission,100,EU Allowance deletion,5016380,European Commission,11521,EU,EU General Allowances (EUA),11521,2,,,,
EU520091,10-0,2019-04-29 10:34:16.837,Completed,United Kingdom,100,UK Trading Account,5017443,Drax Power Limited,United Kingdom,100,Drax Power Station,5007174,Drax Power Limited,200,EU,EU General Allowances (EUA),200,2,,,,
EU516618,10-2,2019-04-29 10:39:36.936,Completed,Belgium,100,364 INOVYN BELGIUM,5022243,INOVYN BELGIUM,European Commission,100,EU Allowance deletion,5016380,European Commission,19740,EU,EU General Allowances (EUA),19740,2,,,,
EU516487,10-2,2019-04-29 10:39:51.063,Completed,France,100,ASCOMETAL FOS SUR MER,5005435,ASCOMETAL FOS-SUR-MER,European Commission,100,EU Allowance deletion,5016380,European Commission,47698,EU,EU General Allowances (EUA),47698,2,,,,
EU520106,10-0,2019-04-29 10:42:35.323,Completed,Slovenia,100,Belektron TRD Si,5016820,BELEKTRON d.o.o.,Germany,100,Emissionshändler.com GEMB mbH,5019435,GEMB Gesellschaft für Emissionsmanagement und Beratung mbH,5000,EU,EU General Allowances (EUA),5000,2,,,,
EU519695,10-2,2019-04-29 11:00:21.508,Completed,Spain,100,"Data Holdings Future, S.L",5023192,"Data Holdings Future, S.L",European Commission,100,EU Allowance deletion,5016380,European Commission,97,EU,EU General Allowances (EUA),97,2,,,,
EU518307,10-2,2019-04-29 11:00:27.59,Completed,France,100,EFECTIS FRANCE,5023263,EFECTIS FRANCE,European Commission,100,EU Allowance deletion,5016380,European Commission,413,EU,EU General Allowances (EUA),413,2,,,,
EU520152,10-2,2019-04-29 11:32:06.321,Completed,Germany,100,883 - Anlagenkonto,5016044,Stadtwerke Frankfurt (Oder) GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,168416,EU,EU General Allowances (EUA),168416,2,,,,
EU505355,10-2,2019-04-29 11:33:09.414,Completed,Luxembourg,100,ArcelorMittal Rodange et Schifflange - Site de Rodange,5022290,ArcelorMittal Belval et Differdange,European Commission,100,EU Allowance deletion,5016380,European Commission,22504,EU,EU General Allowances (EUA),22504,2,,,,
EU519824,10-2,2019-04-29 11:37:02.774,Completed,France,100,DREAMJET SAS,5025054,DREAMJET SAS,European Commission,100,EU Allowance deletion,5016380,European Commission,394,EU,EU General Allowances (EUA),394,2,,,,
EU519392,10-2,2019-04-29 11:39:05.671,Completed,France,100,POCHET DU COURVAL USINE DE GUIMERVILLE,5005611,POCHET DU COURVAL,European Commission,100,EU Allowance deletion,5016380,European Commission,59055,EU,EU General Allowances (EUA),59055,2,,,,
EU520157,10-0,2019-04-29 11:39:56.307,Completed,France,100,BNP PARIBAS,5027964,BNP PARIBAS,Netherlands,100,ICE Clear Europe Limited,5026873,ICE Clear Europe Limited,163000,EU,EU General Allowances (EUA),163000,2,,,,
EU519424,10-0,2019-04-29 12:01:56.491,Completed,Finland,100,Haapajärven Lämpö Oy Rantakadun lämpökeskus :FI761,5010734,Haapajärven Lämpö Oy,Finland,100,Gasum Consulting Oy,5018688,Gasum Consulting Oy,10000,EU,EU General Allowances (EUA),10000,2,,,,
NL31958,3-0,2019-04-29 12:02:17.721,Completed,Netherlands,121,China Carbon N.V.,5016549,China Carbon N.V.,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,50000,CN,CER - Certified Emission Reduction Unit,50000,2,,1872,,
EU520144,10-0,2019-04-29 12:08:37.912,Completed,Germany,100,ECC AG Handel,5016813,European Commodity Clearing AG,Slovenia,100,Belektron TRD Si,5016820,BELEKTRON d.o.o.,415000,EU,EU General Allowances (EUA),415000,2,,,,
EU517960,10-0,2019-04-29 12:06:14.709,Completed,Austria,100,ÖBB Infrastruktur AG,5020362,ÖBB-Infrastruktur Aktiengesellschaft,Germany,100,RWEST GmbH IS Trading Account,5016831,RWE Supply & Trading GmbH,6935,EU,EU General Allowances (EUA),6935,2,,,,
EU519189,10-0,2019-04-29 12:06:23.88,Completed,Italy,100,Aitherco2 SpA,5016984,AitherCO2 SIM SpA,Greece,100,MAXI A.B.E.E.,5022092,MAXI A.B.E.E.,2835,EU,EU General Allowances (EUA),2835,2,,,,
EU514927,10-2,2019-04-29 12:07:51.842,Completed,Slovakia,100,"RONA, a. s.",5003191,"RONA, a. s.",European Commission,100,EU Allowance deletion,5016380,European Commission,31099,EU,EU General Allowances (EUA),31099,2,,,,
EU519390,10-0,2019-04-29 12:07:53.051,Completed,Lithuania,100,Operator Account:LT90,5006081,UAB Alytaus silumos tinklai,Lithuania,100,Operator Account:LT89,5006080,UAB Litesko,13501,EU,EU General Allowances (EUA),13501,2,,,,
EU520166,10-2,2019-04-29 12:08:10.172,Completed,Spain,100,"Guarro Casas, S.A.",5009917,"Guarro Casas, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,6047,EU,EU General Allowances (EUA),6047,2,,,,
EU518288,10-0,2019-04-29 12:08:10.616,Completed,Italy,100,Conto stabilimento di Calvi,5013225,Fratelli Longobardi S.r.l.,Italy,100,longobardi,5013134,ANIELLO LONGOBARDI SRL,10,EU,EU General Allowances (EUA),10,2,,,,
EU519507,10-0,2019-04-29 12:08:43.359,Completed,Finland,100,Veljet Kuusisto:FI642,5010671,Veljet Kuusisto Oy,Finland,100,Gasum Consulting Oy,5018688,Gasum Consulting Oy,3627,EU,EU General Allowances (EUA),3627,2,,,,
EU519211,10-0,2019-04-29 12:08:50.291,Completed,Netherlands,100,China Carbon N.V.,5026480,China Carbon N.V.,Germany,100,ClimatePartner,5017689,ClimatePartner GmbH,1560,CN,CER - Certified Emission Reduction Unit,1560,2,,6125,,
EU519335,10-0,2019-04-29 12:09:19.862,Completed,Poland,100,Zakład Wytwarzania Katowice,5003541,TAURON Ciepło Sp. z o.o.,Poland,100,Centralna Ciepłownia w Olkuszu,5003070,TAURON Ciepło Sp. z o.o.,7620,EU,EU General Allowances (EUA),7620,2,,,,
EU518242,10-0,2019-04-29 12:09:47.866,Completed,France,100,ENGIE ENERGIE SERVICES Pooling,5005378,ENGIE ENERGIE SERVICES,France,100,ENGIE ENERGIE SERVICES - Nice - Chaufferie de St Augustin,5005651,ENGIE ENERGIE SERVICES,2841,EU,EU General Allowances (EUA),2841,2,,,,
EU519340,10-0,2019-04-29 12:09:58.048,Completed,Poland,100,Zakład Wytwarzania Katowice,5003541,TAURON Ciepło Sp. z o.o.,Poland,100,Centralna Ciepłownia w Zawierciu,5003878,TAURON Ciepło Sp. z o.o.,9229,EU,EU General Allowances (EUA),9229,2,,,,
EU519341,10-0,2019-04-29 12:10:02.246,Completed,Poland,100,Zakład Wytwarzania Katowice,5003541,TAURON Ciepło Sp. z o.o.,Poland,100,Zakład Wytwarzania Bielsko Biała EC1 BC 50,5022038,TAURON Ciepło Sp. z o.o.,24556,EU,EU General Allowances (EUA),24556,2,,,,
EU520142,10-0,2019-04-29 12:10:15.944,Completed,Germany,100,ECC AG Handel,5016813,European Commodity Clearing AG,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,25000,EU,EU General Allowances (EUA),25000,2,,,,
EU520168,10-2,2019-04-29 12:10:48.331,Completed,France,100,NOFA AVIATION,5001078,NOFA AVIATION,European Commission,100,EU Allowance deletion,5016380,European Commission,47,EU,EU General Allowances (EUA),47,2,,,,
EU519494,10-0,2019-04-29 12:12:04.489,Completed,Hungary,100,Operator Account:HU160,5011788,"Pannon Hõerõmû Energiatermelõ, Kereskedelmi és Szolgáltató ZRt.",Hungary,100,Operator Account:HU14,5011654,Bakonyi Bioenergia Kft.,2300,EU,EU General Allowances (EUA),2300,2,,,,
EU520141,10-0,2019-04-29 12:12:05.266,Completed,Germany,100,ECC AG Handel,5016813,European Commodity Clearing AG,United Kingdom,100,Mitsui Bussan Commodities Ltd,5017395,Mitsui Bussan Commodities Ltd,160000,EU,EU General Allowances (EUA),160000,2,,,,
EU520097,10-71,2019-04-29 12:14:12.779,Completed,Spain,100,"Zumos Palma, SLU - Fábrica de Palma del Río",5020119,Zumos Palma S.L.U.,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,446,CN,CER - Certified Emission Reduction Unit,446,2,,6948,,
EU520171,10-71,2019-04-29 12:14:43.595,Completed,Portugal,100,"UNIGERAÇÃO, Lda.",5024075,"UNIGERAÇÃO, Lda.",European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,3932,BD,CER - Certified Emission Reduction Unit,160,2,,5125,,
EU520108,10-37,2019-04-29 12:14:48.228,Completed,European Commission,100,EU AUCTION ACCOUNT,5016932,EUROPEAN UNION,Germany,100,ECC AG Auction Delivery Account EU,5016991,European Commodity Clearing AG,2495000,EU,EU General Allowances (EUA),2495000,2,,,,
EU518860,10-0,2019-04-29 12:02:19.599,Completed,France,100,SBDC Blois,5005634,SOCIETE BLESOISE DE DISTRIBUTION DE CHALEUR (SBDC),France,100,ENGIE ENERGIE SERVICES Pooling,5005378,ENGIE ENERGIE SERVICES,9000,EU,EU General Allowances (EUA),9000,2,,,,
